Source.IP,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Most_usable_protocol
23.9.55.234,115596372000,1064700,603300,2567524200,10924500.0,YOUTUBE
23.9.56.103,4128151500,1500,1800,1018800,323400.0,TEAMVIEWER
23.9.56.109,241064400,24600,19200,39648600,2748900.0,TOR
23.9.57.173,256800,1200,1500,18600,0.0,ORACLE
23.9.57.204,84296664900,1134300,393900,3241452000,398100.0,AMAZON
23.9.57.74,31840704600,15600,18300,21387300,1944000.0,WIKIPEDIA
23.9.58.37,4650782700,432900,223500,868523400,1501800.0,MAIL_IMAPS
23.9.60.226,16748984400,34800,60000,60733200,1843800.0,EASYTAXI
23.9.61.213,30984161700,23400,32100,27870300,4342800.0,OPENVPN
23.9.62.3,1916929800,17700,29700,33273600,3686400.0,DROPBOX
23.9.63.196,35680548000,1800,900,239400,0.0,GOOGLE
23.9.63.207,17844319200,1200,900,63300,0.0,OPENSIGNAL
23.92.189.242,8775300600,1200,600,504900,0.0,DNS
23.92.189.243,338326800,1200,2100,162300,379200.0,UPNP
23.92.189.245,2999283900,600,300,151200,0.0,STARCRAFT
23.92.189.246,6036893700,1800,1200,411000,309300.0,HTTP_PROXY
23.92.189.247,3070052400,1200,900,148200,297300.0,CONTENT_FLASH
23.96.219.115,18328164900,6600,6300,11065200,246000.0,DROPBOX
23.98.150.94,61084709700,37500,29100,4487400,9138300.0,EDONKEY
23.99.113.163,317761500,1200,2700,124800,850200.0,SSL_NO_CERT
31.13.65.7,9000522900,1200,1500,0,127200.0,VK
31.13.73.2,432053100,9900,8400,3090300,495900.0,MS_ONE_DRIVE
31.13.73.49,19576216500,3600,3000,733200,301500.0,WHOIS_DAS
31.13.73.52,3268541700,2400,3000,136200,185700.0,GMAIL
31.13.73.7,80682663000,32700,26700,46712400,1498800.0,OSCAR
31.192.120.36,1725296700,3300,2700,2312100,337500.0,WAZE
31.216.144.15,977400080700,53180100,23960400,102224105400,208800.0,SKINNY
31.216.144.63,55226252100,7800,5400,21847200,3600.0,OPENSIGNAL
31.216.145.107,1183756560000,63504000,28968900,121776674400,0.0,GOOGLE_MAPS
31.216.145.56,956080399500,51821400,23401200,99216280800,0.0,OSCAR
31.216.145.63,330491217900,24473400,16557900,53342637000,0.0,NETFLIX
31.216.145.66,23266962900,484800,304200,1328191200,0.0,WHATSAPP
31.220.20.135,4863096300,114300,38400,365051100,1728900.0,NTP
31.222.72.34,416644644600,29700,29100,6288600,545400.0,YAHOO
31.222.72.36,411325692900,53400,55200,17855700,0.0,WIKIPEDIA
31.222.72.37,358219168200,42900,43200,17958000,0.0,MAIL_IMAPS
31.222.72.43,56725437600,39300,20100,54963600,891300.0,SSL_NO_CERT
34.192.197.152,4714386600,4800,6000,1871400,227400.0,IP_ICMP
34.193.243.94,290080770000,20400,21900,831900,452400.0,SKYPE
34.193.33.38,308604902700,24600,23700,1431000,642000.0,BitTorrent
34.194.234.125,9984395100,2100,3000,677100,554700.0,WAZE
34.194.71.39,1123361935200,75600,84000,5732100,2980800.0,YAHOO
34.196.225.249,144070200,1800,1500,52800,69000.0,NFS
34.196.233.203,1603225800,8400,9300,6199200,798600.0,WIKIPEDIA
34.196.8.68,667546775700,50400,50700,2978400,2649600.0,HTTP_DOWNLOAD
34.197.126.3,90578400,2100,1500,144900,2281800.0,MS_ONE_DRIVE
34.197.207.183,7459653300,5700,6300,2529000,478200.0,VK
34.197.36.238,6151849200,5100,5400,3172200,225600.0,TOR
34.198.147.95,152993100,900,1500,18600,0.0,TEAMVIEWER
34.198.190.119,137839500,2700,3300,2028000,336000.0,WIKIPEDIA
34.199.101.44,478148700,1500,1500,259500,354000.0,DEEZER
34.199.177.227,3327639000,1800,2100,52800,87900.0,NFS
34.199.183.112,492465057000,228900,231600,32804700,1673100.0,NetBIOS
34.199.70.32,123224700,900,2100,311700,41400.0,WHOIS_DAS
34.200.195.180,161131800,3300,2400,1054200,2163600.0,WHOIS_DAS
34.200.201.37,1500130500,1200,900,18600,0.0,DNS
34.200.79.239,978300,2100,2100,408600,18600.0,WIKIPEDIA
34.202.6.218,18283210800,3300,3300,1112100,311100.0,IMAP
34.203.42.198,15225301200,1800,1500,376500,324000.0,FTP_DATA
34.203.79.94,17973934500,900,900,81900,0.0,FACEBOOK
34.204.127.166,1843530000,600,300,378300,0.0,GOOGLE_MAPS
34.204.132.237,168995700,900,1500,43500,573000.0,SSH
34.204.26.171,344022600,4500,4800,844200,517200.0,INSTAGRAM
34.205.184.44,17736489000,900,600,97500,0.0,UPNP
34.206.201.35,19844489100,7800,6300,1329900,1871400.0,HTTP_PROXY
34.206.221.163,383506800,1800,2100,1506600,192900.0,EDONKEY
34.208.153.214,544346700,6900,4800,114300,139200.0,HTTP_PROXY
34.209.228.240,1365390000,1800,2400,52800,91200.0,HTTP_PROXY
34.249.132.211,1556475000,4500,5100,2280600,620400.0,UNENCRYPED_JABBER
34.251.25.218,9224376900,3600,3600,2233200,824400.0,TelegramChat
34.252.14.192,12330879300,2400,2100,310800,335400.0,YOUTUBE
35.160.19.195,275560500,3900,2400,72300,73800.0,MQTT
35.160.9.151,18176694300,2100,2400,1009500,284400.0,AMAZON
35.161.198.174,17897291400,1500,1200,59400,74400.0,GOOGLE_MAPS
35.162.26.185,399900,900,1500,18600,0.0,FACEBOOK
35.166.101.186,813213300,3000,3900,537300,1157400.0,OPENSIGNAL
35.167.184.4,761400,900,1500,18600,0.0,DROPBOX
35.185.39.208,86771100,3000,2400,1951200,281400.0,WIKIPEDIA
35.185.4.36,232200,1200,900,18600,0.0,ORACLE
35.186.244.130,19433216100,8100,8400,903600,2171100.0,MICROSOFT
37.157.6.252,3516255600,1500,1800,45600,170400.0,APPLE_ICLOUD
37.187.132.51,4647720000,26400,20400,46604400,664800.0,MSSQL
37.252.246.3,35164928100,23100,27300,13330200,11270400.0,DEEZER
37.48.82.77,235509403200,10788900,4495800,32614584000,2686800.0,APPLE_ITUNES
38.106.10.133,4572456300,1200,900,108600,176100.0,HTTP_CONNECT
38.65.20.26,2006872200,3000,2700,91200,340800.0,TWITCH
38.65.20.28,10163450700,16800,11400,23342400,916800.0,GOOGLE_MAPS
38.65.9.35,65701500,1200,300,109500,0.0,OPENSIGNAL
38.71.8.244,87165900,1500,1200,243900,557700.0,WIKIPEDIA
38.72.130.133,1688290500,3600,3900,1913100,765000.0,SSL_NO_CERT
38.90.226.11,124161310800,41400,42000,4577100,1303500.0,NFS
38.90.226.12,87488717100,36900,35100,25021500,758400.0,WINDOWS_UPDATE
38.90.226.13,53297784900,30600,29400,10575000,1248300.0,VK
38.90.226.39,120231900,2100,2100,3061500,146400.0,HTTP_DOWNLOAD
40.112.143.134,798878700,1200,1800,1157400,121500.0,GOOGLE_MAPS
40.113.10.78,20882213100,4200,3300,1119600,1197300.0,TelegramChat
40.114.54.223,33552832800,13200,9900,1691100,4040400.0,EASYTAXI
40.114.95.106,35574398400,1800,3000,79200,0.0,TEAMVIEWER
40.117.145.132,45462660900,8400,10500,5560500,1881600.0,POP3
40.117.226.146,15153137400,18600,20700,26714100,4040400.0,WINDOWS_UPDATE
40.117.96.104,5965543200,12300,16200,10935600,2410500.0,NETFLIX
40.118.61.204,599255400,900,600,81600,0.0,POP3
40.121.144.182,65918400,2100,3000,2616900,286500.0,GMAIL
40.123.43.195,251604000,3900,5700,4008000,832800.0,FACEBOOK
40.69.64.107,230359640700,26700,21600,3402000,6372000.0,AMAZON
40.76.1.176,47365767000,8100,10800,3712200,1938900.0,VK
40.76.12.162,72093240600,15600,16800,6959700,4950900.0,HTTP
40.77.16.143,47711497200,11700,14700,8270700,2451900.0,YOUTUBE
40.77.224.8,744881400,2400,2100,3560100,228900.0,WAZE
40.77.226.218,322353000,9600,11400,7422000,1864800.0,IP_ICMP
40.77.226.219,108630300,1200,2100,637200,393600.0,MICROSOFT
40.77.226.220,161938500,1800,2400,1417500,204000.0,DROPBOX
40.77.226.221,548565900,8400,8400,6991200,1527900.0,POP3
40.77.226.222,289609800,1800,1800,1862700,456600.0,APPLE
40.77.226.223,162251100,1800,2400,1848300,204000.0,HTTP
40.79.73.139,627910200,3300,3600,3150000,763800.0,EBAY
40.80.145.27,81831300,3000,1500,737400,0.0,CITRIX
40.80.145.38,76152600,2100,1800,586500,733200.0,TOR
40.87.65.131,6499813800,6000,9000,4686000,428400.0,HTTP_PROXY
40.97.113.162,330018063300,51600,45600,7933800,6370800.0,SSL_NO_CERT
40.97.113.178,1577626200,2100,2100,1147500,115200.0,DROPBOX
40.97.115.50,14116465800,40200,45600,41547000,45793200.0,GOOGLE
40.97.118.178,230738784600,36300,31200,6753300,6797100.0,TWITCH
40.97.132.194,798865961400,227100,167100,38151600,36540000.0,TEAMVIEWER
40.97.132.2,75820615500,19800,13800,3259200,2527200.0,UNENCRYPED_JABBER
40.97.144.74,446641524000,82200,71100,12668100,11142000.0,SKYPE
40.97.145.178,37140210600,15300,13500,5127000,4459200.0,UBUNTUONE
40.97.148.50,312454303800,76200,66300,15687300,11676600.0,SIMET
40.97.152.82,3397660200,2100,2100,1422600,1791300.0,SSL
40.97.156.114,191762625000,25500,19500,4911900,7059000.0,YOUTUBE
40.97.157.66,7416853500,8400,9600,2707200,2519100.0,EBAY
40.97.159.66,198561900,1500,1500,192600,186000.0,CLOUDFLARE
40.97.162.130,624730649700,183300,172500,30970800,29407800.0,CITRIX
40.97.166.130,11985643800,1800,900,115200,5400.0,TEAMVIEWER
40.97.169.10,324251813100,87000,81600,13764600,17014500.0,TWITTER
40.97.31.50,668702022000,167700,152400,31861500,21865800.0,EDONKEY
40.97.49.178,227629200,4500,11700,8034300,773400.0,NTP
40.97.85.114,3290003700,3000,3000,1664700,275700.0,EBAY
45.63.69.160,239619999600,25800,26700,0,0.0,TOR
45.79.108.104,1641652500,1800,1500,1077300,208800.0,IP_ICMP
46.101.148.90,119167800,3900,2100,1631100,714600.0,MAIL_IMAPS
46.105.199.154,22304867700,1214700,683100,2633988600,1191000.0,HTTP_CONNECT
46.137.181.222,17983907400,3300,3300,960000,858000.0,MSN
46.16.62.15,1172443200,10500,7800,21186900,0.0,AMAZON
46.51.177.223,1879200,900,1500,18600,0.0,SIMET
5.101.100.46,5944017600,4500,4200,704700,828600.0,NFS
5.153.73.230,1821853500,2100,2400,987000,505200.0,BitTorrent
5.196.119.250,9163635900,5100,5700,3253800,496800.0,CITRIX
5.196.85.129,256151632500,4874700,955200,16409745600,0.0,EASYTAXI
5.226.176.7,26875025100,6600,6900,2258100,1056300.0,EBAY
5.231.220.81,422147228400,516300,814800,781835100,0.0,OPENSIGNAL
5.35.250.80,7213262100,9300,14100,13537500,1361100.0,DNS
5.9.89.44,483761100,50100,57300,89144100,142500.0,MS_ONE_DRIVE
50.112.65.198,347700,900,1500,18600,0.0,NTP
50.115.208.113,3528065100,1800,2100,47100,93600.0,WAZE
50.116.194.21,127805582100,81000,56100,6994200,34354800.0,IP_ICMP
50.116.54.17,343933684200,41700,29700,3067500,638400.0,DNS
50.16.225.20,222055200,3300,3600,1383900,293700.0,TWITTER
50.16.229.41,32204700,900,1500,18600,0.0,FACEBOOK
50.17.200.161,500700,900,1500,18600,0.0,SSH
50.17.222.32,17761888200,900,600,165900,0.0,UPNP
50.17.234.240,569400,900,1500,18600,0.0,TOR
50.17.250.36,19817449500,4500,5100,1404600,508200.0,SIMET
50.19.106.235,104376900,900,1500,18600,0.0,ORACLE
50.19.121.243,98409000,1800,4800,30600,154500.0,DROPBOX
50.19.124.236,27436284000,6000,5700,6586800,1110000.0,CLOUDFLARE
50.19.201.48,697607523000,52800,53700,3048300,2794500.0,UBUNTUONE
50.19.244.86,172676803200,20700,20100,6802200,15664800.0,TOR
50.22.76.8,1054144800,6300,3600,19185300,21600.0,MQTT
50.31.164.173,18768597000,3000,2100,261900,775200.0,TWITCH
50.31.164.174,4056641100,3000,2400,167700,22500.0,WHATSAPP
50.31.185.39,65400,1200,900,202200,0.0,CLOUDFLARE
50.57.31.206,17716536300,900,1500,159000,0.0,MAIL_IMAPS
50.63.243.230,4500,1200,0,1114500,0.0,SIMET
50.97.116.136,18239223300,7200,7200,6676200,1245600.0,APPLE
50.97.116.138,391962900,1800,3000,2052600,156900.0,WAZE
50.97.149.90,1306187400,9600,10500,1115700,100500.0,GOOGLE
50.97.149.91,343500,1800,3000,40800,10800.0,FTP_DATA
50.97.172.202,17799866400,3300,3000,495000,9000.0,FACEBOOK
52.0.108.100,37729500,900,1500,18600,0.0,UBUNTUONE
52.0.157.21,529976700,3000,3000,1729800,1824600.0,DROPBOX
52.0.159.120,356100,900,1500,18600,0.0,NetBIOS
52.0.62.44,9000,300,300,122700,0.0,MAIL_IMAPS
52.1.110.13,2027700,4200,4200,817200,37200.0,WAZE
52.1.152.144,146727300,3000,2700,1038000,576000.0,WAZE
52.1.155.229,9186938100,1200,900,70500,302100.0,TEAMVIEWER
52.1.172.141,5594573400,3600,4200,331800,544800.0,GMAIL
52.1.173.128,40442400,900,1500,18600,0.0,SSH
52.1.215.98,27347772000,8400,7200,14784600,1844400.0,SPOTIFY
52.1.30.46,78018965700,7500,9000,1006500,4152900.0,WHATSAPP
52.1.68.112,3032413500,7500,7200,2226000,794700.0,NTP
52.1.79.245,96662700,2400,2100,4082100,0.0,WIKIPEDIA
52.1.97.41,290700,600,1500,18600,0.0,OPENSIGNAL
52.14.121.248,7027548300,2700,2700,2726700,607500.0,FTP_DATA
52.14.156.93,741000,900,1500,18600,0.0,EBAY
52.14.66.217,90652800,900,1500,18600,0.0,SKYPE
52.15.101.100,17815277700,1500,1200,156300,184800.0,CITRIX
52.15.126.135,49969500,900,1500,18600,0.0,NetBIOS
52.15.191.169,18042558000,1200,1200,1005900,186900.0,MS_ONE_DRIVE
52.15.42.36,18071592000,1800,1500,1011900,187200.0,TEAMVIEWER
52.15.61.19,31618744500,9600,15300,1538100,3669300.0,TWITTER
52.15.68.111,4201546500,15900,20100,2235000,3115800.0,SIMET
52.15.98.168,2369475600,3900,4200,1937100,543300.0,INSTAGRAM
52.165.135.132,332527037400,38700,25200,4876200,11082300.0,APPLE_ITUNES
52.166.116.122,292841864400,45600,41400,5670000,10541700.0,TOR
52.167.212.123,105279000,1800,2100,332400,796800.0,WIKIPEDIA
52.17.51.16,4607860200,3900,3600,2262300,514200.0,WAZE
52.176.45.134,277951200,2100,2700,1765800,397500.0,MAIL_IMAPS
52.176.60.249,211892993100,20100,10500,3732600,5751900.0,SPOTIFY
52.18.101.185,18008756100,1500,1200,140400,132300.0,INSTAGRAM
52.18.199.253,587009394000,65700,37200,125100,1098900.0,UNENCRYPED_JABBER
52.196.142.194,154066200,2700,2100,1737600,873600.0,MICROSOFT
52.2.0.226,340150200,1800,3000,37200,0.0,WINDOWS_UPDATE
52.2.105.46,1498344600,1200,900,18600,0.0,GOOGLE_MAPS
52.2.181.175,311513595000,12000,11100,871500,248400.0,MAIL_IMAPS
52.2.198.5,105966900,2400,3000,858300,539100.0,EBAY
52.2.2.80,91455000,900,1500,18600,0.0,NetBIOS
52.2.30.221,400647600,3300,3900,105600,184800.0,HTTP_PROXY
52.2.41.22,335798700,2700,3300,1548600,110400.0,EBAY
52.2.56.173,144394500,2100,2700,1477800,247500.0,HTTP
52.20.168.93,18293715300,2700,3600,52800,1486500.0,TelegramChat
52.20.235.234,17976106800,900,1200,100800,268200.0,EDONKEY
52.20.247.142,4046432700,7800,8700,5880600,4472100.0,HTTP
52.20.78.0,7887184500,1800,2100,52800,90300.0,ORACLE
52.200.0.248,307722605400,10500,11400,788700,331200.0,GOOGLE_MAPS
52.200.104.185,36000244800,3600,4200,107100,21900.0,FTP_DATA
52.200.20.223,134153700,1500,2100,94800,250500.0,TWITCH
52.200.28.220,39370499700,6000,6900,5013600,549000.0,MAIL_IMAPS
52.200.65.113,1491300,900,1500,18600,0.0,EBAY
52.201.138.250,1460029200,5400,6000,3458400,2906400.0,MAIL_IMAPS
52.201.35.194,18179083500,3300,3600,1209000,1198800.0,MS_ONE_DRIVE
52.201.45.50,5384036100,3000,4800,1078800,215400.0,TelegramChat
52.201.61.62,35414813700,1800,1200,313200,0.0,WHATSAPP
52.202.115.200,18280383300,4200,4200,2859600,557400.0,OSCAR
52.202.139.31,325785000,1200,900,448800,0.0,CITRIX
52.202.159.191,1932003000,1500,600,365400,0.0,NTP
52.202.177.242,109082785800,46500,44700,24650100,47074200.0,GOOGLE_MAPS
52.202.201.151,282572055300,25500,23400,1551600,890400.0,SSL_NO_CERT
52.202.222.124,112245900,4500,3000,1353600,601800.0,FACEBOOK
52.202.231.182,9361121400,7500,14700,2642400,7831200.0,VK
52.202.33.241,17824395300,2100,1800,411600,440400.0,TOR
52.202.64.22,24600,300,300,89700,0.0,TOR
52.203.43.221,17987496300,2400,2100,630000,635400.0,MICROSOFT
52.203.44.137,130180500,4200,5100,487800,1157400.0,SKYPE
52.203.80.226,17735942700,900,600,159000,0.0,TelegramChat
52.203.99.162,810300,2100,2100,408600,18600.0,MAIL_IMAPS
52.204.149.202,19853073600,2400,2400,910200,98400.0,GOOGLE
52.204.179.157,1387141800,1800,1500,115200,170400.0,WHOIS_DAS
52.204.205.224,17845096200,2100,2400,417000,437400.0,TOR
52.204.70.129,47739300,900,1500,18600,0.0,FTP_DATA
52.204.72.132,461592000,2700,3600,122700,1788300.0,STARCRAFT
52.205.233.71,17923467300,1500,1500,297000,0.0,DROPBOX
52.205.45.52,1085002441200,72600,82200,5392800,3037800.0,NFS
52.206.153.163,1998969600,3900,3300,1090800,1101600.0,YOUTUBE
52.206.210.166,5999373900,6300,6000,1233000,2313300.0,MSN
52.206.32.146,16819272600,21000,20700,42889800,2764200.0,YOUTUBE
52.206.53.179,19676969100,2100,2100,1190700,245400.0,EDONKEY
52.206.53.69,1445700,2100,2100,408600,18600.0,STARCRAFT
52.207.194.86,17824228800,2100,1500,91200,524700.0,SSL
52.21.116.162,173906130900,98100,69000,171966900,9578700.0,YAHOO
52.21.50.190,12448916100,2400,2100,155700,435600.0,NetBIOS
52.21.77.75,1022495700,2100,2700,1506900,103800.0,WINDOWS_UPDATE
52.212.84.212,232686346200,796800,798300,310506000,287904000.0,WHOIS_DAS
52.216.16.240,1886842500,6600,7200,887700,510000.0,CONTENT_FLASH
52.216.224.203,2025956400,5100,4200,1527300,522600.0,HTTP_PROXY
52.216.227.72,17833644900,8700,9000,2718900,375300.0,MSSQL
52.216.65.40,306640800,3300,3900,610200,235200.0,YAHOO
52.216.80.27,11516629800,6900,7500,1870200,935700.0,TEAMVIEWER
52.216.80.75,605266500,1200,900,22200,5400.0,UPNP
52.22.164.81,322842853500,10800,11700,705900,496800.0,MS_ONE_DRIVE
52.22.17.184,600383400,2100,3300,225300,543600.0,APPLE_ICLOUD
52.22.237.183,404164200,3900,5100,260400,869400.0,GOOGLE_MAPS
52.222.214.109,186000,1800,2100,46200,0.0,WHOIS_DAS
52.222.214.176,421752900,6000,5700,8123400,307800.0,NTP
52.222.214.209,1116283200,10800,9900,14439600,618000.0,FACEBOOK
52.222.214.27,18356877900,2700,3900,262800,1248600.0,VK
52.222.214.38,388640133000,3174600,3998100,4490024700,0.0,OSCAR
52.222.214.50,300,1200,0,36900,0.0,SKINNY
52.222.214.57,546232721700,2438400,2995200,3430456500,0.0,GOOGLE_MAPS
52.222.214.64,648957143400,3108300,3570000,4371216900,0.0,TOR
52.222.214.73,132267900,1500,1800,46800,170400.0,NetBIOS
52.222.214.80,3523891500,6600,6900,9618900,622800.0,SSL
52.222.215.147,71549514300,4800,3000,2817300,186600.0,SKINNY
52.222.216.240,5660387100,1800,2400,65700,170400.0,NFS
52.222.217.118,1214975400,3900,4500,3850200,909000.0,GOOGLE_MAPS
52.222.217.151,145954800,4200,4200,187200,61200.0,OFFICE_365
52.222.217.166,3593058300,12900,10200,6707400,1639500.0,TEAMVIEWER
52.222.217.176,383700,3000,2400,92400,0.0,MAIL_IMAPS
52.222.217.185,105853943700,25500,27000,14358900,8596500.0,TelegramChat
52.222.217.237,2704300500,5400,6600,187200,681600.0,APPLE_ICLOUD
52.222.217.38,833477100,8100,8700,12352800,262500.0,SSL_NO_CERT
52.222.217.39,17921950800,3000,1800,4704600,0.0,WINDOWS_UPDATE
52.222.217.85,106200,1800,1500,46200,0.0,WAZE
52.222.217.94,16377300,10200,6300,18186600,0.0,TelegramChat
52.222.222.63,4447824000,1500,2400,233400,277500.0,UNENCRYPED_JABBER
52.233.176.158,66071918700,3900,6300,273900,229500.0,APPLE_ITUNES
52.233.178.119,66219356100,2700,3300,191100,92400.0,IP_ICMP
52.24.101.214,1720324200,1800,600,54900,155100.0,SKYPE
52.24.139.120,148087800,1800,2400,907500,102600.0,MICROSOFT
52.24.177.214,694200,900,1500,18600,0.0,APPLE
52.26.121.92,18491440500,3000,3600,965700,1552800.0,SSL_NO_CERT
52.27.85.136,19891898100,3000,2700,1983000,407400.0,WINDOWS_UPDATE
52.3.130.132,29980986900,6900,6000,1406700,1283400.0,MSSQL
52.3.174.243,2475395400,11700,12300,3906600,10662600.0,NetBIOS
52.3.34.56,2182440818700,857700,861600,95098800,7008300.0,GMAIL
52.3.42.115,52582500,2100,2100,42900,84300.0,ORACLE
52.3.8.241,2234400,3900,5400,622200,37200.0,VK
52.30.195.21,37608858000,3000,2400,276000,381000.0,DEEZER
52.35.149.230,1966500,2700,4500,55800,0.0,SKYPE
52.35.153.7,18309499800,4200,2400,1115100,75600.0,MSSQL
52.35.244.206,18291307500,2100,2400,1018800,293700.0,POP3
52.35.57.160,912857700,4500,7500,93000,0.0,MSSQL
52.36.25.41,1536300,1800,3000,37200,0.0,NETFLIX
52.38.159.157,1575328200,21000,13500,365100,418800.0,ORACLE
52.39.195.55,230400,1200,2100,46200,0.0,UNENCRYPED_JABBER
52.39.24.163,18198797700,2100,3000,578700,144000.0,TWITTER
52.4.146.195,17721407700,600,900,144000,0.0,APPLE_ITUNES
52.4.176.175,300,600,0,0,0.0,YAHOO
52.4.30.155,95715300,3000,3900,600000,161100.0,SKINNY
52.41.107.152,18296810400,2100,3000,1033500,239100.0,DNS
52.41.250.141,559500,900,1500,18600,0.0,BitTorrent
52.41.51.79,1009146000,2400,3600,1450500,558900.0,FACEBOOK
52.43.9.103,18355697400,4500,5700,2037600,429600.0,BitTorrent
52.44.149.80,3393707400,2700,3000,192000,2570400.0,TOR
52.44.215.252,17839070100,1200,600,237300,0.0,APPLE
52.44.216.143,208507200,4500,4500,3809400,670800.0,OFFICE_365
52.45.232.125,4720490700,7800,9900,4136400,10757400.0,WIKIPEDIA
52.45.44.56,18206951400,4200,5700,1249500,1266900.0,WHOIS_DAS
52.48.138.44,3295642200,1800,1500,52800,87000.0,MS_ONE_DRIVE
52.48.30.62,26636398200,12900,19500,2060400,5472600.0,SSL
52.49.32.11,4076390700,1800,1200,108000,37200.0,FACEBOOK
52.5.151.55,3532686600,9600,8400,9681900,1467900.0,GOOGLE_MAPS
52.5.255.149,155956800,4200,5700,863100,3750000.0,WAZE
52.5.84.180,2934347400,8400,9600,1142100,2670300.0,TOR
52.52.22.140,18475672800,1200,1800,434400,310200.0,UNENCRYPED_JABBER
52.54.178.35,64576800,1500,2100,265200,82800.0,DEEZER
52.54.254.118,2871600,3600,4800,817200,37200.0,DNS
52.54.254.124,35795376000,2100,1800,391800,289200.0,NFS
52.55.125.33,19560430200,1800,1500,139500,297600.0,NetBIOS
52.55.209.195,36305975400,36000,41700,4607100,2028300.0,FACEBOOK
52.6.212.75,67557174000,6900,6600,1520400,1081500.0,MQTT
52.6.22.217,6244572600,23100,29100,2401500,7395600.0,HTTP_DOWNLOAD
52.6.24.51,1577319000,2400,1800,52200,85500.0,SSL_NO_CERT
52.6.242.93,84781143600,33300,38700,4148700,4513800.0,APPLE
52.6.61.232,3339585000,8100,6900,3321900,498000.0,SIMET
52.67.16.217,22461899100,7200,4800,268800,0.0,INSTAGRAM
52.67.78.191,203951100,900,1500,18600,0.0,IMAP
52.7.102.54,448297500,900,1500,31800,0.0,WAZE
52.7.203.134,109357500,5400,6900,1438800,351600.0,SSH
52.7.217.188,23405629200,9300,12900,2892000,3923400.0,OSCAR
52.7.85.20,21253595400,5100,5100,2893200,1629000.0,STARCRAFT
52.70.140.205,38118436800,2400,2700,451500,205800.0,SKINNY
52.70.166.51,3300,600,0,71100,0.0,GOOGLE_MAPS
52.71.160.191,457148700,4800,4500,984000,1062600.0,TEAMVIEWER
52.71.18.197,1528160100,4200,4200,501300,1082400.0,HTTP_DOWNLOAD
52.71.225.253,19576994700,7200,7500,7240800,825600.0,GOOGLE
52.71.43.244,32975856300,26100,27300,2764200,25395600.0,WIKIPEDIA
52.72.226.183,3216225000,4200,4500,233100,313800.0,IMAP
52.72.232.123,126945688500,103800,90300,59558400,43556100.0,UNENCRYPED_JABBER
52.72.245.79,35999422800,3600,4200,107100,21900.0,FACEBOOK
52.72.47.246,82066707600,45000,54300,8081700,40892700.0,EBAY
52.73.246.213,58362000,3300,4200,817200,37200.0,STARCRAFT
52.73.247.254,6022705800,4200,3300,366300,448500.0,OSCAR
52.73.80.217,6314418600,39900,21900,56799000,2535000.0,UBUNTUONE
52.84.126.79,7705232700,18900,22500,26590500,0.0,OPENSIGNAL
52.84.132.132,7795589700,69900,81600,101743200,0.0,HTTP_DOWNLOAD
52.84.132.223,289954005300,1335900,1612800,1879402200,1800.0,OSCAR
52.84.132.228,300,600,0,0,0.0,FTP_DATA
52.84.132.51,216000,1200,900,18600,0.0,WHOIS_DAS
52.84.132.60,17992246200,1500,1200,152400,113400.0,NETFLIX
52.84.132.97,2246110800,2400,1800,609600,231000.0,YOUTUBE
52.84.132.98,651868777200,5532600,7100700,7787646900,0.0,TWITTER
52.84.133.152,355500,2400,2400,37200,0.0,SIMET
52.84.133.168,114000,1200,1500,18600,0.0,MAIL_IMAPS
52.84.133.178,25177500,1800,1500,242100,0.0,UPNP
52.84.133.215,17831134800,1800,2700,483600,319800.0,HTTP_PROXY
52.84.133.235,205042200,31800,21600,59114700,344400.0,EDONKEY
52.84.133.24,1030800,4800,3900,74400,0.0,ORACLE
52.84.133.28,3725422500,1500,1800,46800,170400.0,APPLE_ICLOUD
52.84.133.35,377100,3600,1800,46500,0.0,TelegramChat
52.84.133.44,123300,600,1500,18600,0.0,FTP_DATA
52.84.133.81,17826318900,900,1500,640200,0.0,UBUNTUONE
52.84.133.86,3522857400,4200,5100,3429600,205200.0,TOR
52.84.134.28,5313844200,36900,33000,31716300,4705800.0,APPLE_ICLOUD
52.84.134.48,5262918000,15600,11400,9035400,1215600.0,CONTENT_FLASH
52.84.137.208,10264302300,28500,20400,39757200,1915800.0,GMAIL
52.84.141.141,499993483800,2126700,2504400,3191742600,0.0,WHATSAPP
52.84.141.155,306698447100,1443000,1683600,2030091300,0.0,MSN
52.84.141.194,99041776200,7800,6600,2220000,3030600.0,CLOUDFLARE
52.84.141.59,31299732900,137100,168000,191199000,0.0,SSH
52.84.142.114,25587261900,4500,5700,581400,87000.0,GOOGLE_MAPS
52.84.78.234,435300,4200,4500,74400,0.0,NFS
52.84.82.193,373804200,145200,72000,255188700,2477400.0,BitTorrent
52.85.89.128,37093433700,23400,18900,33431700,2079000.0,EBAY
52.85.89.211,60258300,3900,3000,2346900,192600.0,TWITTER
52.86.184.220,97997400,900,1500,18600,0.0,TWITCH
52.86.76.169,17810435400,1500,900,160500,0.0,TOR
52.87.66.130,181355700,1200,1500,24600,100800.0,STARCRAFT
52.88.112.239,18239956200,4200,6300,993600,579000.0,EBAY
52.91.184.146,55480455600,9300,8700,822600,1280400.0,SIMET
52.92.73.10,1934952300,3000,3000,972300,192000.0,HTTP_CONNECT
