customerID,gender,age,tenure,PhoneService,InternetService,is_tv_subscriber,is_movie_package_subscriber,service_failure_count,bill_avg,Churn
2498-XLDZR,Female,63,32,Yes,DSL,No,Yes,1,2208.0,No
9866-OCCKE,Female,46,72,Yes,Fiber optic,Yes,Yes,0,3292.5,No
5338-YHWYT,Male,53,37,Yes,DSL,No,No,1,1843.5,No
7718-UPSKJ,Female,41,69,Yes,Fiber optic,Yes,Yes,2,3192.0,No
8731-WBBMB,Female,44,26,Yes,DSL,Yes,Yes,0,2457.0,No
1448-CYWKC,Female,44,58,Yes,Fiber optic,Yes,Yes,0,3156.0,No
7901-IIDQV,Male,29,24,Yes,DSL,No,No,1,1638.0,No
2690-DVRVK,Male,33,5,Yes,DOCSIS,No internet service,No internet service,1,616.5,No
5688-KZTSN,Male,18,15,Yes,DOCSIS,No internet service,No internet service,2,600.0,Yes
1270-XKUCC,Female,33,30,Yes,DOCSIS,No internet service,No internet service,0,591.0,No
0334-ZFJSR,Female,33,55,Yes,DSL,No,No,0,1981.5,No
2894-QOJRX,Female,36,25,No,DSL,Yes,No,2,1020.0,Yes
5747-PMBSQ,Male,58,10,Yes,Fiber optic,Yes,No,0,2775.0,Yes
5583-EJXRD,Male,27,44,No,DSL,No,Yes,1,1621.5,No
4565-EVZMJ,Female,59,47,Yes,DSL,No,No,2,1767.0,No
3143-JQEGI,Female,47,13,Yes,Fiber optic,Yes,Yes,2,2650.5,Yes
6386-SZZKH,Female,62,49,Yes,Fiber optic,Yes,Yes,2,3238.5,Yes
3327-YBAKM,Female,32,64,Yes,Fiber optic,Yes,Yes,1,2907.0,No
9441-QHEVC,Male,50,1,Yes,DOCSIS,No internet service,No internet service,0,573.0,No
6705-LNMDD,Male,62,20,Yes,DSL,No,No,1,1500.0,No
2580-ASVVY,Female,40,37,No,DSL,Yes,No,2,1362.0,No
3370-GQEAL,Male,29,30,Yes,Fiber optic,Yes,No,0,2563.5,No
5032-USPKF,Female,41,38,Yes,DSL,Yes,Yes,2,2523.0,No
2982-IHMFT,Female,52,1,Yes,Fiber optic,No,No,0,2233.5,Yes
3521-SYVOR,Female,32,37,Yes,DSL,Yes,Yes,1,1942.5,Yes
4254-QPEDE,Female,42,52,No,DSL,Yes,Yes,2,1987.5,No
6283-GITPX,Male,64,71,Yes,DSL,Yes,No,1,2307.0,No
9526-JAWYF,Male,41,26,Yes,Fiber optic,Yes,No,0,2694.0,Yes
0771-CHWSK,Male,57,66,Yes,DSL,No,Yes,2,2238.0,No
9788-HNGUT,Male,19,72,Yes,Fiber optic,Yes,Yes,0,3508.5,No
9495-REDIY,Male,38,25,No,DSL,Yes,No,2,1219.5,No
5375-XLDOF,Male,24,69,Yes,Fiber optic,Yes,Yes,2,3430.5,No
1172-VIYBP,Male,34,53,Yes,DSL,No,Yes,2,2091.0,No
5649-VUKMC,Female,22,12,Yes,Fiber optic,Yes,Yes,1,2865.0,Yes
6559-PDZLR,Male,56,26,Yes,Fiber optic,Yes,Yes,0,2959.5,No
8992-OBVDG,Male,62,21,Yes,DSL,No,Yes,2,1849.5,No
4273-MBHYA,Female,31,1,Yes,Fiber optic,Yes,Yes,0,2680.5,No
4724-WXVWF,Male,52,48,Yes,Fiber optic,No,Yes,0,2862.0,No
5701-GUXDC,Female,56,26,No,DSL,No,No,1,1062.0,No
1460-UZPRJ,Male,33,60,Yes,DOCSIS,No internet service,No internet service,0,598.5,No
6082-GLJIX,Male,29,18,Yes,DOCSIS,No internet service,No internet service,2,577.5,No
5143-EGQFK,Female,47,10,No,DSL,No,No,2,889.5,Yes
4919-IKATY,Male,43,5,Yes,Fiber optic,No,No,2,2535.0,Yes
2495-TTHBQ,Female,48,4,Yes,DOCSIS,No internet service,No internet service,2,612.0,No
0485-ZBSLN,Male,21,65,Yes,DOCSIS,No internet service,No internet service,0,742.5,No
3810-PJUHR,Male,23,70,Yes,DOCSIS,No internet service,No internet service,1,760.5,No
9050-QLROH,Male,54,18,Yes,Fiber optic,No,Yes,0,2721.0,Yes
0847-HGRML,Male,44,62,Yes,DOCSIS,No internet service,No internet service,1,600.0,No
8232-CTLKO,Female,40,66,Yes,DSL,Yes,No,2,1792.5,No
9227-YBAXE,Female,25,65,Yes,DSL,Yes,Yes,1,2475.0,No
6168-WFVVF,Female,22,3,Yes,Fiber optic,No,No,0,2109.0,Yes
9860-LISIZ,Female,31,34,Yes,DOCSIS,No internet service,No internet service,2,610.5,No
0112-QAWRZ,Male,58,16,Yes,Fiber optic,Yes,No,2,2724.0,No
0877-SDMBN,Female,36,54,Yes,Fiber optic,Yes,Yes,0,3118.5,Yes
2786-GCDPI,Female,30,50,Yes,Fiber optic,Yes,Yes,2,3148.5,No
4043-MKDTV,Male,44,71,Yes,Fiber optic,Yes,Yes,1,3157.5,No
8065-YKXKD,Female,47,10,Yes,Fiber optic,No,No,1,2242.5,Yes
9637-EIHEQ,Female,55,1,Yes,DSL,No,No,1,1524.0,Yes
9229-RQABD,Male,51,18,Yes,DOCSIS,No internet service,No internet service,1,712.5,No
8313-KTIHG,Male,24,4,Yes,DSL,Yes,No,0,1839.0,No
5320-BRKGK,Female,33,58,Yes,DSL,Yes,No,1,2274.0,No
6284-KMNUF,Female,56,56,Yes,Fiber optic,Yes,Yes,1,2940.0,No
9689-PTNPG,Male,61,2,Yes,Fiber optic,Yes,No,0,2407.5,Yes
9465-RWMXL,Male,61,32,Yes,Fiber optic,No,No,2,2367.0,Yes
6229-UOLQL,Male,20,56,No,DSL,Yes,No,2,1560.0,No
2362-IBOOY,Male,18,36,Yes,Fiber optic,No,Yes,0,2542.5,Yes
3137-LUPIX,Female,31,4,Yes,DSL,Yes,No,2,1932.0000000000002,No
0843-WTBXE,Male,59,53,Yes,Fiber optic,Yes,No,2,2563.5,Yes
6143-JQKEA,Male,25,10,Yes,DSL,No,No,0,1374.0,No
8676-OOQEJ,Male,46,4,No,DSL,No,No,2,915.0,No
5515-IDEJJ,Male,61,1,Yes,DOCSIS,No internet service,No internet service,1,597.0,Yes
9701-CDXHR,Female,64,51,Yes,Fiber optic,No,No,0,2074.5,No
7450-NWRTR,Male,57,12,Yes,Fiber optic,Yes,Yes,0,2983.5,Yes
8124-NZVGJ,Female,58,6,No,DSL,Yes,Yes,1,1477.5,No
2162-FRZAA,Male,36,63,No,DSL,No,No,1,1180.5,No
5376-DEQCP,Female,28,1,Yes,Fiber optic,No,No,2,2118.0,Yes
5118-MUEYH,Female,44,48,Yes,Fiber optic,Yes,Yes,0,3153.0,No
9095-HFAFX,Female,50,5,Yes,Fiber optic,Yes,No,1,2430.0,Yes
5627-TVBPP,Female,43,35,Yes,DOCSIS,No internet service,No internet service,1,603.0,No
2379-ENZGV,Male,18,6,Yes,Fiber optic,Yes,No,1,2545.5,Yes
3936-QQFLL,Male,24,2,Yes,DOCSIS,No internet service,No internet service,0,592.5,No
2589-AYCRP,Female,57,50,Yes,DOCSIS,No internet service,No internet service,1,592.5,No
4067-HLYQI,Female,24,33,Yes,Fiber optic,No,No,1,2112.0,No
5124-EOGYE,Male,39,31,Yes,DOCSIS,No internet service,No internet service,0,613.5,No
5057-RKGLH,Female,19,9,Yes,DOCSIS,No internet service,No internet service,0,610.5,No
0292-WEGCH,Female,57,54,Yes,DSL,Yes,Yes,0,2586.0,No
8910-ICHIU,Female,47,46,Yes,Fiber optic,Yes,No,2,2869.5,No
4097-YODCF,Male,44,34,Yes,Fiber optic,Yes,Yes,0,3114.0,No
9715-WZCLW,Male,60,71,Yes,Fiber optic,Yes,Yes,0,2916.0,No
9786-YWNHU,Female,22,63,Yes,DSL,No,No,0,1906.5,No
6407-GSJNL,Female,47,51,Yes,DOCSIS,No internet service,No internet service,2,748.5,No
6005-OBZPH,Female,60,26,Yes,Fiber optic,Yes,No,0,2674.5,Yes
4049-ZPALD,Female,22,64,Yes,Fiber optic,Yes,Yes,0,2970.0,No
7932-WPTDS,Female,31,1,No,DSL,No,No,1,744.0,Yes
3733-UOCWF,Male,58,61,Yes,Fiber optic,No,No,2,2566.5,No
6833-JMZYP,Female,60,15,Yes,Fiber optic,Yes,Yes,2,2820.0,No
2722-VOJQL,Male,34,64,Yes,Fiber optic,Yes,Yes,1,3169.5,Yes
1310-QRITU,Female,52,18,Yes,DSL,No,No,2,1509.0,No
8961-QDZZJ,Female,46,57,Yes,Fiber optic,Yes,Yes,0,2850.0,No
9715-SBVSU,Male,31,14,Yes,DSL,No,Yes,0,1842.0,No
8490-BXHEO,Male,33,18,Yes,Fiber optic,No,No,1,2416.5,No
7173-TETGO,Female,31,72,Yes,Fiber optic,No,No,0,2355.0,No
7929-SKFGK,Male,63,70,Yes,Fiber optic,Yes,Yes,0,3429.0,No
2300-RQGOI,Female,30,38,Yes,DOCSIS,No internet service,No internet service,0,601.5,No
3563-SVYLG,Male,37,68,Yes,DSL,No,No,0,1879.5,No
5228-EXCET,Male,45,13,Yes,Fiber optic,No,Yes,0,2425.5,Yes
6435-VWCCY,Male,32,65,Yes,Fiber optic,Yes,No,1,2781.0,No
4998-IKFSE,Female,52,30,Yes,Fiber optic,Yes,Yes,0,3013.5,No
8630-QSGXK,Male,59,51,Yes,DSL,Yes,Yes,1,2256.0,No
2455-USLMV,Female,35,31,Yes,Fiber optic,No,No,2,2542.5,No
7394-FKDNK,Female,43,9,Yes,Fiber optic,Yes,Yes,0,2683.5,Yes
9488-FVZCC,Female,54,72,Yes,DSL,No,Yes,0,2385.0,No
6331-LWDTQ,Male,22,10,Yes,DSL,Yes,Yes,1,2164.5,Yes
5995-WWKKG,Female,32,37,Yes,DOCSIS,No internet service,No internet service,1,594.0,No
1597-FZREH,Female,37,2,Yes,DSL,Yes,Yes,1,2292.0,Yes
7879-CGSFV,Male,21,55,Yes,Fiber optic,Yes,Yes,2,3027.0,No
9921-EZKBY,Male,24,33,Yes,Fiber optic,No,Yes,0,2859.0,No
7432-FFVAR,Female,58,46,Yes,Fiber optic,No,Yes,1,2728.5,No
7246-ZGQDF,Female,26,1,Yes,DSL,No,No,2,1635.0,No
7000-WCEVQ,Female,40,20,Yes,DSL,No,Yes,0,1848.0,Yes
0727-IWKVK,Male,44,9,Yes,Fiber optic,No,No,0,2397.0,Yes
5959-BELXA,Male,64,32,Yes,Fiber optic,Yes,Yes,0,2884.5,Yes
4456-RHSNB,Female,62,19,Yes,DSL,No,No,2,1488.0,No
3512-IZIKN,Female,46,70,Yes,DSL,No,No,2,1959.0,Yes
2481-SBOYW,Female,28,61,Yes,DOCSIS,No internet service,No internet service,1,750.0,No
7109-MFBYV,Male,32,26,Yes,DSL,No,No,2,1363.5,No
1833-TCXKK,Male,63,45,Yes,Fiber optic,Yes,Yes,1,3232.5,No
1832-PEUTS,Male,28,62,Yes,Fiber optic,Yes,No,2,2673.0,No
6141-OOXUQ,Male,44,1,Yes,DOCSIS,No internet service,No internet service,2,589.5,Yes
8660-BUETV,Female,38,3,Yes,DSL,No,No,0,1342.5,No
0580-PIQHM,Female,42,41,Yes,Fiber optic,No,Yes,2,3048.0,No
5696-CEIQJ,Male,46,67,Yes,Fiber optic,Yes,Yes,0,3094.5,No
7503-ZGUZJ,Male,31,1,Yes,Fiber optic,Yes,No,0,2539.5,Yes
1696-HXOWK,Female,44,71,Yes,Fiber optic,Yes,No,2,2869.5,No
3026-ATZYV,Female,46,37,Yes,DSL,Yes,Yes,0,2253.0,No
4012-YCFAI,Male,40,60,Yes,DSL,No,No,0,1840.5,No
2506-TNFCO,Female,58,1,Yes,Fiber optic,No,No,1,2086.5,Yes
9970-QBCDA,Female,41,6,Yes,DOCSIS,No internet service,No internet service,0,591.0,No
8718-PTMEZ,Female,58,13,No,DSL,No,No,2,931.5,Yes
9496-IVVRP,Female,38,11,Yes,DSL,No,No,1,1530.0,No
2207-OBZNX,Male,57,7,Yes,DSL,No,No,1,1530.0,Yes
2657-VPXTA,Female,47,10,Yes,Fiber optic,Yes,Yes,2,2665.5,No
6551-VLJMV,Male,26,34,Yes,DOCSIS,No internet service,No internet service,0,601.5,No
1221-GHZEP,Female,63,62,Yes,DSL,No,Yes,0,1952.9999999999998,No
9289-LBQVU,Male,35,64,Yes,DSL,No,Yes,1,2104.5,No
6142-VSJQO,Female,32,1,Yes,DSL,No,No,0,1330.5,Yes
3458-IDMFK,Male,48,25,Yes,DOCSIS,No internet service,No internet service,0,622.5,No
6933-FHBZC,Female,31,26,Yes,DSL,No,No,0,1681.5,No
0221-NAUXK,Male,48,10,Yes,DOCSIS,No internet service,No internet service,1,598.5,No
9770-KXGQU,Female,40,53,Yes,Fiber optic,Yes,No,1,2958.0,No
6437-UKHMV,Female,53,7,Yes,Fiber optic,Yes,No,1,2391.0,Yes
6538-POCHL,Male,48,33,Yes,Fiber optic,No,No,2,2370.0,No
6726-NNFWD,Female,22,71,Yes,Fiber optic,No,Yes,0,2683.5,No
3002-WQZWT,Female,63,29,Yes,Fiber optic,No,No,0,2226.0,No
4277-UDIEF,Male,56,24,Yes,DSL,Yes,Yes,0,2430.0,No
1208-NBVFH,Male,31,20,Yes,DSL,No,No,0,1488.0,No
4912-PIGUY,Female,26,1,Yes,Fiber optic,Yes,No,1,2538.0,No
1114-CENIM,Male,33,54,Yes,DSL,No,No,1,1650.0,Yes
6060-DRTNL,Female,19,5,Yes,Fiber optic,Yes,No,0,2545.5,Yes
2725-TTRIQ,Female,26,72,Yes,DSL,Yes,Yes,0,2526.0,No
3374-TTZTK,Male,31,52,Yes,Fiber optic,Yes,Yes,0,3189.0,No
8990-ZXLSU,Female,58,9,Yes,Fiber optic,No,No,0,2071.5,No
2275-RBYQS,Female,43,1,Yes,DSL,No,No,0,1362.0,No
8473-VUVJN,Male,55,1,Yes,Fiber optic,No,No,0,2209.5,Yes
6289-CPNLD,Male,47,33,Yes,DSL,Yes,Yes,2,2217.0,Yes
5536-SLHPM,Female,49,55,Yes,Fiber optic,No,No,0,2332.5,Yes
4419-UJMUS,Male,27,69,Yes,Fiber optic,Yes,Yes,0,2980.5,No
7794-JASDG,Male,44,1,Yes,DSL,No,No,2,1522.5,No
7609-YBPXG,Male,38,54,Yes,DSL,Yes,Yes,0,2613.0,No
5519-TEEUH,Male,24,33,Yes,DOCSIS,No internet service,No internet service,1,604.5,No
7856-GANIL,Male,53,45,Yes,Fiber optic,Yes,No,1,2961.0,No
0804-XBFBV,Female,26,11,No,DSL,No,No,2,756.0,No
2676-OXPPQ,Male,35,6,Yes,DSL,No,No,1,1671.0,No
3703-TTEPD,Male,42,21,Yes,DSL,Yes,No,0,1960.4999999999998,No
2799-TSLAG,Female,61,65,Yes,DOCSIS,No internet service,No internet service,1,759.0,No
0196-VULGZ,Female,20,6,Yes,Fiber optic,No,Yes,2,2530.5,Yes
8837-VVWLQ,Female,20,8,Yes,Fiber optic,Yes,No,2,2548.5,Yes
2696-NARTR,Male,37,11,Yes,Fiber optic,No,No,1,2215.5,Yes
2208-NKVVH,Male,46,43,Yes,DOCSIS,No internet service,No internet service,2,727.5,No
7614-QVWQL,Male,55,49,No,DSL,Yes,Yes,1,1554.0,Yes
1976-CFOCS,Female,37,1,Yes,DSL,No,No,2,1380.0,Yes
4631-OACRM,Male,26,15,Yes,Fiber optic,No,Yes,0,2382.0,Yes
7139-JZFVG,Male,64,60,Yes,DSL,No,No,0,1815.0,No
4987-GQWPO,Male,52,17,No,DSL,No,No,1,753.0,No
3755-JBMNH,Male,50,16,Yes,Fiber optic,No,No,1,2154.0,Yes
1757-TCATG,Male,22,35,Yes,DOCSIS,No internet service,No internet service,1,601.5,No
6345-ULYRW,Male,53,44,Yes,Fiber optic,No,Yes,2,2652.0,Yes
4776-XSKYQ,Female,23,12,No,DSL,No,No,0,907.5,No
8048-DSDFQ,Male,19,1,Yes,DOCSIS,No internet service,No internet service,0,606.0,No
5753-QQWPW,Female,34,28,Yes,DSL,No,No,2,1797.0,No
6010-DDPPW,Male,58,70,Yes,DOCSIS,No internet service,No internet service,0,754.5,No
1809-DMJHQ,Female,57,5,Yes,DSL,No,No,0,1380.0,Yes
6693-FRIRW,Male,25,18,Yes,Fiber optic,Yes,Yes,1,3039.0,No
6586-MYGKD,Male,33,70,Yes,DSL,Yes,Yes,2,2308.5,No
3173-NVMPX,Female,18,9,Yes,DSL,No,No,0,1659.0,No
0248-PGHBZ,Female,26,67,Yes,Fiber optic,Yes,No,2,2773.5,No
0623-GDISB,Female,40,1,Yes,DSL,No,No,2,1453.5,No
2892-GESUL,Female,26,18,Yes,DOCSIS,No internet service,No internet service,1,580.5,No
6923-EFPNL,Male,18,4,Yes,DSL,No,No,1,1552.5,Yes
7472-EQOAV,Male,32,71,Yes,Fiber optic,No,No,1,2601.0,No
9574-RKJIF,Male,43,30,Yes,Fiber optic,Yes,No,0,2832.0,Yes
2043-WVTQJ,Male,18,1,Yes,DSL,No,No,0,1671.0,No
8034-RYTVV,Female,47,55,Yes,Fiber optic,No,No,1,2527.5,No
3863-QSTYI,Male,34,59,Yes,DSL,Yes,No,1,1939.5000000000002,No
2619-WFQWU,Female,32,1,Yes,Fiber optic,No,No,0,2104.5,Yes
5044-LRQAQ,Female,43,7,Yes,Fiber optic,No,No,1,2076.0,No
1716-LSAMB,Male,47,45,Yes,DSL,No,No,0,1639.5,No
1333-PBMXB,Female,53,54,Yes,DOCSIS,No internet service,No internet service,0,742.5,No
6546-OPBBH,Male,45,51,Yes,DOCSIS,No internet service,No internet service,1,718.5,No
5985-BEHZK,Female,45,72,Yes,Fiber optic,Yes,Yes,2,3150.0,No
9127-QRZMH,Male,52,44,Yes,DSL,No,No,2,1795.5,No
5919-VCZYM,Male,36,2,Yes,DOCSIS,No internet service,No internet service,1,601.5,No
9644-KVCNC,Female,18,66,Yes,Fiber optic,Yes,No,1,2764.5,No
2137-DQMEV,Male,61,68,No,DSL,Yes,No,0,1344.0,No
8174-LNWMW,Female,36,31,Yes,DOCSIS,No internet service,No internet service,1,627.0,No
9279-CJEOJ,Female,60,21,Yes,Fiber optic,Yes,Yes,0,2862.0,No
7964-VEXDG,Male,23,21,Yes,Fiber optic,No,No,1,2410.5,No
2404-JIBFC,Female,23,55,Yes,DSL,Yes,Yes,0,2553.0,No
0778-NELLA,Male,36,9,No,DSL,Yes,No,2,1041.0,Yes
8029-XYPWT,Male,23,71,Yes,Fiber optic,Yes,Yes,0,3451.5,No
4614-NUVZD,Female,36,1,Yes,Fiber optic,No,Yes,1,2433.0,Yes
4632-PAOYU,Male,34,22,Yes,DOCSIS,No internet service,No internet service,2,598.5,No
3803-KMQFW,Female,52,1,Yes,DOCSIS,No internet service,No internet service,0,616.5,Yes
6804-GDMOI,Female,54,61,Yes,Fiber optic,Yes,Yes,0,3198.0,Yes
2990-OGYTD,Female,27,67,Yes,DSL,Yes,Yes,1,2584.5,No
6646-JPPHA,Female,61,14,Yes,Fiber optic,No,No,2,2365.5,No
9572-MTILT,Male,37,59,Yes,Fiber optic,Yes,No,1,3202.5,Yes
7658-UYUQS,Male,57,21,Yes,Fiber optic,Yes,No,0,2596.5,No
7880-XSOJX,Male,33,4,No,DSL,No,No,0,1272.0,No
9611-CTWIH,Female,51,3,Yes,Fiber optic,Yes,Yes,2,2683.5,Yes
4589-IUAJB,Male,37,70,Yes,DOCSIS,No internet service,No internet service,2,727.5,No
0329-GTIAJ,Female,45,3,Yes,Fiber optic,Yes,Yes,1,2937.0,Yes
8746-BFOAJ,Male,27,21,Yes,DOCSIS,No internet service,No internet service,1,615.0,No
8457-XIGKN,Male,49,20,Yes,DOCSIS,No internet service,No internet service,2,588.0,No
6072-NUQCB,Male,51,22,Yes,DOCSIS,No internet service,No internet service,0,607.5,No
6629-CZTTH,Male,29,1,Yes,DSL,No,Yes,2,1671.0,Yes
8838-GPHZP,Female,58,63,Yes,DOCSIS,No internet service,No internet service,1,618.0,No
8750-QWZAJ,Female,40,70,Yes,DOCSIS,No internet service,No internet service,0,594.0,No
5364-EVNIB,Male,38,13,Yes,Fiber optic,No,No,2,2394.0,Yes
6918-UMQCG,Female,59,5,Yes,Fiber optic,Yes,No,0,2406.0,No
0675-NCDYU,Female,48,72,Yes,Fiber optic,Yes,Yes,2,3492.0,No
6339-DKLMK,Female,43,13,No,DSL,No,No,0,949.5,No
1346-PJWTK,Male,52,61,Yes,Fiber optic,No,Yes,1,2824.5,No
5088-QZLRL,Male,46,1,Yes,DOCSIS,No internet service,No internet service,1,619.5,No
8023-QHAIO,Female,27,56,Yes,Fiber optic,No,No,1,2305.5,No
4397-FRLTA,Female,53,4,Yes,DOCSIS,No internet service,No internet service,2,604.5,No
3057-VJJQE,Male,42,35,Yes,DSL,No,No,1,1657.5,No
5087-SUURX,Female,52,18,No,DSL,Yes,No,1,1171.5,Yes
2302-OUZXB,Male,42,72,Yes,DSL,Yes,Yes,1,2464.5,No
8133-ANHHJ,Female,33,49,Yes,Fiber optic,No,Yes,0,3090.0,No
2270-CHBFN,Female,19,44,Yes,Fiber optic,No,No,1,2853.0,No
0013-EXCHZ,Female,37,3,Yes,Fiber optic,Yes,No,1,2517.0,Yes
5982-FPVQN,Female,52,37,Yes,Fiber optic,No,Yes,1,2854.5,No
9107-UKCKY,Male,23,61,Yes,DSL,Yes,Yes,0,2394.0,No
4654-ULTTN,Male,51,70,Yes,DSL,No,Yes,2,2244.0,No
5550-VFRLC,Female,33,1,Yes,Fiber optic,No,No,0,2095.5,Yes
5546-BYZSM,Female,57,41,Yes,DOCSIS,No internet service,No internet service,2,613.5,No
1492-KGETH,Male,55,70,Yes,DSL,No,Yes,0,2350.5,No
4929-BSTRX,Female,34,1,Yes,DSL,Yes,No,2,1606.5,Yes
4163-HFTUK,Male,47,51,Yes,DOCSIS,No internet service,No internet service,1,573.0,No
8215-NGSPE,Female,46,42,Yes,DOCSIS,No internet service,No internet service,0,600.0,No
2225-ZRGSG,Female,21,70,Yes,Fiber optic,No,No,2,2817.0,Yes
8859-YSTWS,Male,24,48,Yes,DOCSIS,No internet service,No internet service,1,598.5,No
5271-YNWVR,Male,62,68,Yes,Fiber optic,Yes,Yes,0,3394.5,Yes
7601-DHFWZ,Female,47,48,Yes,DOCSIS,No internet service,No internet service,0,720.0,No
2657-ALMWY,Female,23,26,Yes,Fiber optic,No,Yes,1,2548.5,Yes
6330-JKLPC,Male,33,11,Yes,Fiber optic,No,No,0,2415.0,Yes
4667-OHGKG,Male,45,1,Yes,DOCSIS,No internet service,No internet service,1,579.0,Yes
1998-VHJHK,Female,59,27,Yes,DOCSIS,No internet service,No internet service,0,574.5,No
1707-HABPF,Female,35,46,Yes,Fiber optic,Yes,No,1,2739.0,No
1660-HSOOQ,Male,48,1,Yes,DSL,No,No,1,1489.5,Yes
7253-UVNDW,Female,48,46,Yes,DSL,No,No,1,1630.5,Yes
0487-VVUVK,Male,57,25,Yes,DOCSIS,No internet service,No internet service,2,574.5,No
7228-OMTPN,Male,59,4,Yes,Fiber optic,Yes,Yes,0,2653.5,Yes
5063-IUOKK,Male,46,13,Yes,DOCSIS,No internet service,No internet service,1,592.5,No
4508-OEBEY,Male,42,31,Yes,DSL,No,Yes,2,2265.0,No
0027-KWYKW,Female,51,23,Yes,Fiber optic,Yes,No,1,2512.5,No
2308-STERM,Female,49,2,Yes,DOCSIS,No internet service,No internet service,1,582.0,No
5982-XMDEX,Female,39,65,Yes,DOCSIS,No internet service,No internet service,0,795.0,No
6284-AHOOQ,Male,20,22,Yes,Fiber optic,Yes,No,2,2715.0,Yes
6051-PTVNS,Female,24,55,Yes,DOCSIS,No internet service,No internet service,0,574.5,No
2344-JMOGN,Male,50,9,Yes,Fiber optic,Yes,No,2,2845.5,Yes
3799-ISUZQ,Male,21,7,Yes,Fiber optic,No,No,0,2098.5,Yes
2877-VDUER,Female,60,35,No,DSL,Yes,No,2,1227.0,No
9152-AMKAK,Male,26,6,Yes,DSL,Yes,Yes,1,2407.5,No
1794-HBQTJ,Female,30,1,Yes,DSL,No,No,1,1458.0,Yes
9432-VOFYX,Male,30,17,Yes,Fiber optic,No,No,2,2124.0,No
8049-WJCLQ,Male,45,10,Yes,DSL,Yes,No,2,1806.0,No
6586-PSJOX,Male,63,15,Yes,DSL,No,No,1,1656.0,No
2460-FPSYH,Female,19,40,No,DSL,Yes,Yes,1,1674.0,Yes
9705-ZJBCG,Female,43,13,Yes,DSL,No,No,0,1624.5,No
4818-DRBQT,Male,64,29,Yes,Fiber optic,No,No,0,2404.5,Yes
1320-HTRDR,Female,23,3,Yes,Fiber optic,No,No,1,2265.0,Yes
6847-KJLTS,Female,64,58,Yes,Fiber optic,Yes,Yes,1,3012.0,No
9670-BPNXF,Female,30,45,Yes,DSL,No,No,0,1876.5,No
3913-FCUUW,Female,62,72,Yes,DSL,No,No,1,2113.5,No
3301-VKTGC,Male,34,68,Yes,Fiber optic,No,No,2,2565.0,No
1493-AMTIE,Male,33,1,Yes,DOCSIS,No internet service,No internet service,0,606.0,Yes
9555-SAHUZ,Female,53,38,Yes,DSL,No,No,2,1635.0,No
0816-TSPHQ,Male,52,2,Yes,DOCSIS,No internet service,No internet service,1,622.5,No
9932-WBWIK,Male,25,11,Yes,DOCSIS,No internet service,No internet service,1,610.5,No
4619-EVPHY,Female,60,20,Yes,Fiber optic,Yes,Yes,2,2730.0,No
5286-YHCVC,Male,52,72,Yes,Fiber optic,Yes,Yes,1,3144.0,No
6424-ELEYH,Female,49,3,Yes,Fiber optic,No,No,2,2242.5,Yes
4391-RESHN,Male,25,23,Yes,Fiber optic,Yes,Yes,2,3121.5,Yes
9115-YQHGA,Male,50,40,Yes,DSL,No,No,2,1533.0,No
4462-CYWMH,Male,28,62,Yes,Fiber optic,No,Yes,1,2694.0,No
8963-MQVYN,Female,49,22,Yes,DOCSIS,No internet service,No internet service,1,616.5,No
2458-EOMRE,Female,60,11,Yes,DSL,No,Yes,0,1921.5,No
9334-GWGOW,Male,50,7,Yes,Fiber optic,No,No,2,2245.5,No
6821-BUXUX,Female,43,13,Yes,Fiber optic,Yes,No,0,2899.5,Yes
5028-HTLJB,Male,28,1,Yes,DOCSIS,No internet service,No internet service,2,601.5,Yes
9801-GDWGV,Female,37,39,Yes,Fiber optic,Yes,Yes,2,3103.5,Yes
6542-LWGXJ,Male,29,3,No,DSL,No,No,1,750.0,No
5567-GZKQY,Male,51,58,Yes,DOCSIS,No internet service,No internet service,0,609.0,No
1222-LRYKO,Male,49,6,Yes,DOCSIS,No internet service,No internet service,1,790.5,No
2320-JRSDE,Female,59,1,Yes,DOCSIS,No internet service,No internet service,0,597.0,Yes
2087-QAREY,Female,37,22,Yes,DSL,No,No,0,1641.0,No
0601-WZHJF,Male,60,14,No,DSL,Yes,Yes,1,1390.5,Yes
4423-JWZJN,Male,59,64,Yes,Fiber optic,No,Yes,2,2707.5,No
5143-WMWOG,Male,19,1,Yes,DOCSIS,No internet service,No internet service,1,598.5,Yes
6490-FGZAT,Male,18,6,Yes,DOCSIS,No internet service,No internet service,0,619.5,No
5393-RXQSZ,Male,52,1,Yes,Fiber optic,No,Yes,0,2388.0,Yes
7452-FOLON,Male,58,39,Yes,DOCSIS,No internet service,No internet service,1,763.5,No
2320-TZRRH,Female,54,20,Yes,DOCSIS,No internet service,No internet service,2,585.0,No
0231-LXVAP,Male,53,1,Yes,Fiber optic,No,No,1,2277.0,Yes
9444-JTXHZ,Male,28,1,Yes,Fiber optic,No,No,2,2286.0,Yes
4942-VZZOM,Male,38,64,Yes,DSL,Yes,No,1,1984.5000000000002,No
5510-BOIUJ,Male,39,1,Yes,DOCSIS,No internet service,No internet service,1,577.5,Yes
7502-BNYGS,Female,23,46,Yes,DSL,Yes,Yes,0,2073.0,No
4291-HYEBC,Female,37,28,No,DSL,No,Yes,2,1173.0,No
6147-CBCRA,Female,21,33,Yes,DOCSIS,No internet service,No internet service,1,601.5,No
